Time_h,Tech_rep,Bio_rep,Donor_OD,Recipient_OD,Transconjugant_OD
24,6,1,0.422053059,0.301075369,0.3704112
0,1,2,0.015722777,0.010812979,0.00905139
0.324324324,1,2,0.016502969,0.019034617,0.010680505
0.648648649,1,2,0.015893326,0.02782623,0.013102532
0.972972973,1,2,0.019650256,0.039133906,0.019577151
1.297297297,1,2,0.035520424,0.060323895,0.029408474
1.621621622,1,2,0.055445535,0.085591294,0.049031112
1.945945946,1,2,0.086182074,0.113232486,0.067135807
2.27027027,1,2,0.112926715,0.122588011,0.083536452
2.594594595,1,2,0.132048012,0.137706321,0.10125669
2.918918919,1,2,0.140716074,0.142300013,0.111273913
3.243243243,1,2,0.144338573,0.147225184,0.119107824
3.567567568,1,2,0.147837233,0.151820844,0.122506002
3.891891892,1,2,0.148424122,0.151977238,0.124604921
4.216216216,1,2,0.147540868,0.154703966,0.12741158
4.540540541,1,2,0.152829732,0.156720616,0.129138363
4.864864865,1,2,0.156477106,0.159744735,0.135134423
5.189189189,1,2,0.159061911,0.16329804,0.134346012
5.513513514,1,2,0.163629571,0.164142101,0.135089457
5.837837838,1,2,0.162286686,0.167729032,0.138448324
6.162162162,1,2,0.166450087,0.172950288,0.141336242
6.486486486,1,2,0.168170948,0.175268796,0.146667289
6.810810811,1,2,0.170112789,0.178831158,0.149221838
7.135135135,1,2,0.173418331,0.179286483,0.151005439
7.459459459,1,2,0.1728071,0.181060815,0.154409151
7.783783784,1,2,0.180622049,0.182833124,0.157030418
8.108108108,1,2,0.182108352,0.184840403,0.161813452
8.432432432,1,2,0.18458418,0.188642674,0.162663532
8.756756757,1,2,0.189538961,0.189836243,0.16421862
9.081081081,1,2,0.188474956,0.190726425,0.168194573
9.405405405,1,2,0.197076097,0.193185197,0.170790563
9.72972973,1,2,0.199641234,0.196300515,0.177691587
10.05405405,1,2,0.205806025,0.1986062,0.17777507
10.37837838,1,2,0.213227273,0.200190155,0.178723846
10.7027027,1,2,0.214681862,0.203230969,0.183569557
11.02702703,1,2,0.222729561,0.206121946,0.186791112
11.35135135,1,2,0.227298326,0.209919043,0.194287958
11.67567568,1,2,0.233907243,0.213652287,0.195117521
12,1,2,0.243679723,0.217128113,0.197828527
12.32432432,1,2,0.243498944,0.219749689,0.203285793
12.64864865,1,2,0.257856197,0.22385488,0.206431277
12.97297297,1,2,0.263811328,0.227297882,0.211389318
13.2972973,1,2,0.278939887,0.232377912,0.215971853
13.62162162,1,2,0.287952333,0.236986623,0.218550661
13.94594595,1,2,0.290774367,0.2402315,0.223794759
14.27027027,1,2,0.307094428,0.2427473,0.226985774
14.59459459,1,2,0.319632078,0.248161124,0.23370218
14.91891892,1,2,0.331727191,0.254170606,0.236788363
15.24324324,1,2,0.342550734,0.258775426,0.238358239
15.56756757,1,2,0.362479003,0.261145079,0.245162661
15.89189189,1,2,0.376922583,0.265053976,0.249058352
16.21621622,1,2,0.39261437,0.268995885,0.255811385
16.54054054,1,2,0.414648363,0.275275879,0.258173939
16.86486486,1,2,0.444528662,0.277682341,0.260247869
17.18918919,1,2,0.463773521,0.280977382,0.266995674
17.51351351,1,2,0.471053593,0.284279461,0.271617402
17.83783784,1,2,0.472017468,0.287882026,0.277394651
18.16216216,1,2,0.474663643,0.293996436,0.280222077
18.48648649,1,2,0.479800454,0.296119261,0.282596894
18.81081081,1,2,0.482457499,0.298310641,0.288985814
19.13513514,1,2,0.489892893,0.301583755,0.293165675
19.45945946,1,2,0.496241891,0.306032813,0.297376981
19.78378378,1,2,0.499468118,0.311606802,0.300653093
20.10810811,1,2,0.505874644,0.313548972,0.301503436
20.43243243,1,2,0.509797993,0.315602336,0.308803245
20.75675676,1,2,0.51667917,0.319638808,0.312208473
21.08108108,1,2,0.522273644,0.324023847,0.316725872
21.40540541,1,2,0.525715635,0.329285834,0.320865679
21.72972973,1,2,0.532644939,0.333813281,0.321028023
22.05405405,1,2,0.536766529,0.335946704,0.328207439
22.37837838,1,2,0.540016314,0.338299652,0.331087993
22.7027027,1,2,0.545109003,0.341949979,0.335803901
23.02702703,1,2,0.550210501,0.348778128,0.33846186
23.35135135,1,2,0.555175973,0.349801935,0.340163967
23.67567568,1,2,0.55620106,0.353903931,0.345414803
24,1,2,0.562354568,0.356601562,0.34845577
0,2,2,0.013942556,0.015066916,0.010497357
0.324324324,2,2,0.019189189,0.016935569,0.015415212
0.648648649,2,2,0.021918086,0.025547278,0.021159376
0.972972973,2,2,0.03397224,0.034772374,0.027088846
1.297297297,2,2,0.049055287,0.050988663,0.044098521
1.621621622,2,2,0.074080825,0.077411595,0.067404121
1.945945946,2,2,0.101953911,0.100296943,0.092005469
2.27027027,2,2,0.127965532,0.116962298,0.116818652
2.594594595,2,2,0.151725083,0.127932271,0.134312096
2.918918919,2,2,0.151463353,0.129772378,0.1436749
3.243243243,2,2,0.154717494,0.134928541,0.156093644
3.567567568,2,2,0.156522856,0.139230975,0.162950422
3.891891892,2,2,0.158037133,0.143678976,0.168508389
4.216216216,2,2,0.162090572,0.145112288,0.165920514
4.540540541,2,2,0.161238324,0.14444322,0.170992306
4.864864865,2,2,0.164094397,0.148037037,0.173593815
5.189189189,2,2,0.166680874,0.14993004,0.176266017
5.513513514,2,2,0.16843751,0.154949991,0.179214639
5.837837838,2,2,0.172473365,0.156454599,0.178500507
6.162162162,2,2,0.171435615,0.156520042,0.181776355
6.486486486,2,2,0.171652465,0.159466034,0.184986791
6.810810811,2,2,0.174087727,0.162053844,0.18859039
7.135135135,2,2,0.179412791,0.166738937,0.192762689
7.459459459,2,2,0.183394028,0.165629313,0.192953074
7.783783784,2,2,0.185859007,0.16319696,0.196030161
8.108108108,2,2,0.186356967,0.167535099,0.200217618
8.432432432,2,2,0.192205771,0.169166809,0.202670187
8.756756757,2,2,0.198263441,0.172340307,0.206401102
9.081081081,2,2,0.204363609,0.172792956,0.207118985
9.405405405,2,2,0.209323226,0.171964185,0.208501552
9.72972973,2,2,0.211028547,0.175278562,0.213130657
10.05405405,2,2,0.216747404,0.177018734,0.21459375
10.37837838,2,2,0.224253546,0.179157075,0.218630261
10.7027027,2,2,0.231647568,0.181227746,0.218031683
11.02702703,2,2,0.239812433,0.178969095,0.221799145
11.35135135,2,2,0.24955291,0.18447378,0.226030479
11.67567568,2,2,0.262139168,0.185942762,0.229000841
12,2,2,0.278591468,0.188146604,0.233925353
12.32432432,2,2,0.291906981,0.190349232,0.233830756
12.64864865,2,2,0.303718825,0.188731502,0.236560959
12.97297297,2,2,0.308085783,0.193592119,0.240715515
13.2972973,2,2,0.320777829,0.195416784,0.241916724
13.62162162,2,2,0.335567421,0.201308718,0.247536861
13.94594595,2,2,0.352718209,0.202477024,0.249153397
14.27027027,2,2,0.371936689,0.20049878,0.253681768
14.59459459,2,2,0.39777817,0.206707565,0.25684398
14.91891892,2,2,0.421474009,0.209475096,0.262252401
15.24324324,2,2,0.428489134,0.215170409,0.266248673
15.56756757,2,2,0.435491544,0.216952492,0.267109696
15.89189189,2,2,0.436161698,0.215052817,0.269922939
16.21621622,2,2,0.43815472,0.221108322,0.274150109
16.54054054,2,2,0.442093186,0.224748252,0.278629493
16.86486486,2,2,0.445936389,0.229277379,0.284048522
17.18918919,2,2,0.453917231,0.229944701,0.285381979
17.51351351,2,2,0.459430962,0.229075636,0.287434367
17.83783784,2,2,0.463765446,0.234910064,0.29265667
18.16216216,2,2,0.471512466,0.236589408,0.295558836
18.48648649,2,2,0.476910495,0.240263605,0.302145181
18.81081081,2,2,0.483574352,0.242924983,0.305154601
19.13513514,2,2,0.488136455,0.240935289,0.304878422
19.45945946,2,2,0.493639409,0.246827587,0.308987475
19.78378378,2,2,0.496849116,0.249368519,0.312272464
20.10810811,2,2,0.501901432,0.254756722,0.317685263
20.43243243,2,2,0.508122825,0.256762069,0.322309352
20.75675676,2,2,0.51326466,0.255936217,0.321039155
21.08108108,2,2,0.517498597,0.260864503,0.325358625
21.40540541,2,2,0.521344864,0.264883945,0.329160285
21.72972973,2,2,0.527640708,0.268351316,0.333016183
22.05405405,2,2,0.534814449,0.274356794,0.33421444
22.37837838,2,2,0.536642166,0.274266678,0.336948618
22.7027027,2,2,0.53966211,0.28264772,0.340571077
23.02702703,2,2,0.545862784,0.286730202,0.343280721
23.35135135,2,2,0.550782497,0.292100519,0.34753993
23.67567568,2,2,0.557666044,0.293723618,0.348391712
24,2,2,0.560561822,0.291842801,0.35120306
0,3,2,0.009956822,0.01052763,0.011030482
0.324324324,3,2,0.007601088,0.013353115,0.011082498
0.648648649,3,2,0.011483317,0.020460887,0.01437579
0.972972973,3,2,0.018882935,0.031501994,0.023561791
1.297297297,3,2,0.031818465,0.048498729,0.030456117
1.621621622,3,2,0.047568875,0.07136192,0.044809765
1.945945946,3,2,0.070046024,0.095048771,0.067189961
2.27027027,3,2,0.098016168,0.113183512,0.087008196
2.594594595,3,2,0.124955012,0.129019672,0.105762348
2.918918919,3,2,0.138964091,0.136781765,0.115688842
3.243243243,3,2,0.140127738,0.138195543,0.120712597
3.567567568,3,2,0.138216598,0.142588616,0.123935161
3.891891892,3,2,0.142587568,0.145969661,0.126894006
4.216216216,3,2,0.144190155,0.148684388,0.132108948
4.540540541,3,2,0.146882454,0.151678221,0.131440718
4.864864865,3,2,0.15054125,0.151229508,0.131697306
5.189189189,3,2,0.146699456,0.154175464,0.135302574
5.513513514,3,2,0.150996106,0.156813027,0.137562482
5.837837838,3,2,0.152095214,0.160687044,0.142238894
6.162162162,3,2,0.154167667,0.163875671,0.142688505
6.486486486,3,2,0.154445591,0.163208414,0.143606208
6.810810811,3,2,0.152889316,0.164936069,0.148369826
7.135135135,3,2,0.159144138,0.167618808,0.152015169
7.459459459,3,2,0.159369774,0.168768194,0.158023722
7.783783784,3,2,0.160836248,0.172375396,0.157819378
8.108108108,3,2,0.163342027,0.171583641,0.158072773
8.432432432,3,2,0.162426819,0.171719699,0.161822785
8.756756757,3,2,0.168387545,0.173771842,0.164560132
9.081081081,3,2,0.170138083,0.174931144,0.170229927
9.405405405,3,2,0.174522201,0.17689493,0.169911939
9.72972973,3,2,0.176179672,0.178387993,0.171040816
10.05405405,3,2,0.1734428,0.179396428,0.174037724
10.37837838,3,2,0.17821124,0.181130321,0.176786027
10.7027027,3,2,0.180503093,0.183609459,0.182686662
11.02702703,3,2,0.186544906,0.184916433,0.18225029
11.35135135,3,2,0.189383952,0.186510853,0.183133632
11.67567568,3,2,0.189561904,0.187887705,0.186593796
12,3,2,0.196722067,0.190872819,0.189959819
12.32432432,3,2,0.201383827,0.1926735,0.195974574
12.64864865,3,2,0.206092696,0.195430029,0.19545772
12.97297297,3,2,0.208502699,0.197144348,0.195813987
13.2972973,3,2,0.208923986,0.198136454,0.200115341
13.62162162,3,2,0.218289268,0.202021648,0.203821641
13.94594595,3,2,0.223316987,0.205132628,0.209418627
14.27027027,3,2,0.230191592,0.208122551,0.208851268
14.59459459,3,2,0.235528172,0.209612238,0.209834931
14.91891892,3,2,0.237981941,0.212652885,0.214126366
15.24324324,3,2,0.246699188,0.216100114,0.217742151
15.56756757,3,2,0.255341254,0.21883237,0.222228511
15.89189189,3,2,0.262358962,0.223489816,0.223880824
16.21621622,3,2,0.27090691,0.225001621,0.223391308
16.54054054,3,2,0.280105349,0.226804035,0.22927413
16.86486486,3,2,0.294936829,0.231238937,0.231942681
17.18918919,3,2,0.304034652,0.234585035,0.237616369
17.51351351,3,2,0.310854998,0.237477794,0.23863382
17.83783784,3,2,0.316599612,0.241367035,0.239518039
18.16216216,3,2,0.323018889,0.241287399,0.24326983
18.48648649,3,2,0.334795667,0.244945202,0.246879133
18.81081081,3,2,0.342575307,0.248042805,0.25212254
19.13513514,3,2,0.353315404,0.250998136,0.252784208
19.45945946,3,2,0.364655928,0.254128293,0.252901589
19.78378378,3,2,0.372516846,0.255059872,0.256704156
20.10810811,3,2,0.38484595,0.258748676,0.260077218
20.43243243,3,2,0.399997671,0.262835818,0.261844646
20.75675676,3,2,0.413343973,0.266582803,0.264602067
21.08108108,3,2,0.426093046,0.268647506,0.26343418
21.40540541,3,2,0.437698842,0.271315164,0.26861693
21.72972973,3,2,0.451230621,0.27486791,0.271308612
22.05405405,3,2,0.464737475,0.278098541,0.275070598
22.37837838,3,2,0.47288806,0.282679846,0.27491681
22.7027027,3,2,0.484876965,0.285404588,0.27444245
23.02702703,3,2,0.495663452,0.286855526,0.278931671
23.35135135,3,2,0.506464213,0.290412527,0.281499486
23.67567568,3,2,0.513720226,0.293920236,0.285510997
24,3,2,0.520563987,0.297434813,0.285194768
0,4,2,0.015328733,0.013586709,0.012093974
0.324324324,4,2,0.016076232,0.010274192,0.01257763
0.648648649,4,2,0.01167121,0.012815756,0.019306288
0.972972973,4,2,0.015766187,0.022807493,0.027026294
1.297297297,4,2,0.025418303,0.036087576,0.04029578
1.621621622,4,2,0.040105521,0.060809717,0.062015666
1.945945946,4,2,0.065718006,0.080005783,0.082818765
2.27027027,4,2,0.085553953,0.097799274,0.105503228
2.594594595,4,2,0.108705149,0.11493932,0.122492487
2.918918919,4,2,0.120983627,0.124129807,0.133019524
3.243243243,4,2,0.121966788,0.131670894,0.140320799
3.567567568,4,2,0.12627516,0.13407406,0.140921464
3.891891892,4,2,0.125857887,0.134856943,0.145873708
4.216216216,4,2,0.1273389,0.139262908,0.148840766
4.540540541,4,2,0.130177763,0.141498623,0.151793142
4.864864865,4,2,0.133307622,0.144745625,0.154382202
5.189189189,4,2,0.137443514,0.14646772,0.154298519
5.513513514,4,2,0.139056143,0.145952068,0.158737749
5.837837838,4,2,0.139129665,0.152836386,0.162130155
6.162162162,4,2,0.14119781,0.155189483,0.164126419
6.486486486,4,2,0.14278798,0.158721978,0.170480465
6.810810811,4,2,0.147464381,0.158473281,0.171580929
7.135135135,4,2,0.149112631,0.15753174,0.17613871
7.459459459,4,2,0.148905014,0.160943252,0.179380298
7.783783784,4,2,0.150800331,0.161910124,0.181583168
8.108108108,4,2,0.153286131,0.164119784,0.186026741
8.432432432,4,2,0.158363917,0.165529524,0.18709177
8.756756757,4,2,0.159225934,0.164484748,0.190660393
9.081081081,4,2,0.159706277,0.167788645,0.19368712
9.405405405,4,2,0.162139322,0.16922325,0.197265486
9.72972973,4,2,0.165994583,0.171991365,0.202495572
10.05405405,4,2,0.169093491,0.173506155,0.201347505
10.37837838,4,2,0.173147398,0.172162079,0.206187226
10.7027027,4,2,0.174921057,0.176099977,0.20997531
11.02702703,4,2,0.178542807,0.177952417,0.213649678
11.35135135,4,2,0.184026605,0.183170471,0.218451554
11.67567568,4,2,0.191398097,0.182457093,0.220407473
12,4,2,0.194368412,0.181597884,0.22549765
12.32432432,4,2,0.198553114,0.185986249,0.229453895
12.64864865,4,2,0.202198074,0.187646211,0.233164796
12.97297297,4,2,0.207151893,0.193270532,0.237850679
13.2972973,4,2,0.212803027,0.192309361,0.239877068
13.62162162,4,2,0.217934157,0.191916886,0.245239811
13.94594595,4,2,0.220901204,0.19709161,0.249370311
14.27027027,4,2,0.226858871,0.198850904,0.253175052
14.59459459,4,2,0.232463402,0.203197055,0.257634256
14.91891892,4,2,0.239942586,0.205009345,0.2612193
15.24324324,4,2,0.246550455,0.204182156,0.265672463
15.56756757,4,2,0.252822979,0.20956412,0.269950827
15.89189189,4,2,0.261197969,0.211596392,0.273246974
16.21621622,4,2,0.270281156,0.215595729,0.279026573
16.54054054,4,2,0.286313526,0.217864628,0.282672013
16.86486486,4,2,0.301848286,0.21705363,0.28591589
17.18918919,4,2,0.313370272,0.2222121,0.289759101
17.51351351,4,2,0.315617971,0.223970732,0.29207162
17.83783784,4,2,0.324021785,0.22914963,0.298488621
18.16216216,4,2,0.334250734,0.230163595,0.299808611
18.48648649,4,2,0.342334729,0.229198686,0.303736154
18.81081081,4,2,0.353686832,0.23507092,0.306844161
19.13513514,4,2,0.366413502,0.23732932,0.309790346
19.45945946,4,2,0.38015486,0.243182131,0.314073297
19.78378378,4,2,0.395014831,0.24323263,0.315271166
20.10810811,4,2,0.404602724,0.244696266,0.319034237
20.43243243,4,2,0.41656772,0.249353478,0.32227782
20.75675676,4,2,0.432065208,0.251328253,0.324566809
21.08108108,4,2,0.445963414,0.254018971,0.33017823
21.40540541,4,2,0.464794248,0.258198181,0.33069867
21.72972973,4,2,0.475196978,0.257655306,0.332470606
22.05405405,4,2,0.483729017,0.263863653,0.335826479
22.37837838,4,2,0.48620938,0.26625491,0.338031674
22.7027027,4,2,0.496021449,0.272922069,0.34151905
23.02702703,4,2,0.510315609,0.273657875,0.342561887
23.35135135,4,2,0.529482386,0.274354392,0.34599351
23.67567568,4,2,0.544021993,0.280035037,0.348897633
24,4,2,0.560053002,0.281982428,0.350712663
0,5,2,0.007842171,0.010013265,0.007255515
0.324324324,5,2,0.010240015,0.012063876,0.010710692
0.648648649,5,2,0.017305335,0.017456312,0.011914921
0.972972973,5,2,0.02293002,0.025682899,0.014254625
1.297297297,5,2,0.031665163,0.040959704,0.023462063
1.621621622,5,2,0.053088547,0.064123944,0.038211023
1.945945946,5,2,0.079396566,0.086507321,0.060592703
2.27027027,5,2,0.104330414,0.10927934,0.08133522
2.594594595,5,2,0.12746395,0.122833406,0.101550837
2.918918919,5,2,0.131581414,0.130188636,0.118653251
3.243243243,5,2,0.136872184,0.135928752,0.1296931
3.567567568,5,2,0.138745973,0.139330922,0.138072906
3.891891892,5,2,0.141399404,0.143513545,0.139242409
4.216216216,5,2,0.143640722,0.142397063,0.138707985
4.540540541,5,2,0.142685141,0.145071595,0.14324917
4.864864865,5,2,0.148517036,0.146946598,0.145521596
5.189189189,5,2,0.150572949,0.149252137,0.151590987
5.513513514,5,2,0.153593291,0.154079203,0.151357852
5.837837838,5,2,0.154977943,0.15718825,0.150174436
6.162162162,5,2,0.152495033,0.158512259,0.155311888
6.486486486,5,2,0.156516175,0.160083748,0.159428282
6.810810811,5,2,0.157806022,0.161441753,0.165543535
7.135135135,5,2,0.161738387,0.165166908,0.166363353
7.459459459,5,2,0.162061179,0.165054871,0.16649959
7.783783784,5,2,0.158942359,0.166065637,0.169193616
8.108108108,5,2,0.164541652,0.168092177,0.174013829
8.432432432,5,2,0.166736331,0.170022877,0.178237841
8.756756757,5,2,0.169226926,0.173773792,0.179868781
9.081081081,5,2,0.17122018,0.174267989,0.180250397
9.405405405,5,2,0.168586726,0.175129333,0.181595219
9.72972973,5,2,0.174988374,0.17858492,0.187252915
10.05405405,5,2,0.176642533,0.180307395,0.192122657
10.37837838,5,2,0.181063873,0.183194285,0.190447751
10.7027027,5,2,0.18106804,0.184869259,0.19101153
11.02702703,5,2,0.179249569,0.186645382,0.194951166
11.35135135,5,2,0.187065066,0.190278749,0.199842488
11.67567568,5,2,0.189975131,0.192645244,0.20516136
12,5,2,0.192460457,0.198979105,0.205796293
12.32432432,5,2,0.197161105,0.199043594,0.208180335
12.64864865,5,2,0.194427132,0.200864663,0.210858086
12.97297297,5,2,0.202525685,0.204714214,0.216400877
13.2972973,5,2,0.203592919,0.207795927,0.217254087
13.62162162,5,2,0.211525386,0.213190231,0.222584317
13.94594595,5,2,0.21563589,0.216377267,0.22581002
14.27027027,5,2,0.215527675,0.219004985,0.230694437
14.59459459,5,2,0.222747197,0.22300625,0.233954397
14.91891892,5,2,0.227481832,0.227730248,0.237888098
15.24324324,5,2,0.235934008,0.233494148,0.242956049
15.56756757,5,2,0.237475913,0.236797958,0.241399669
15.89189189,5,2,0.240647626,0.239066319,0.247041469
16.21621622,5,2,0.248457092,0.243472373,0.250993808
16.54054054,5,2,0.259415358,0.247928233,0.257764078
16.86486486,5,2,0.271260486,0.254496949,0.261964097
17.18918919,5,2,0.280099556,0.256135284,0.262165155
17.51351351,5,2,0.278247435,0.257942891,0.265278695
17.83783784,5,2,0.29268743,0.263434947,0.272675062
18.16216216,5,2,0.297042569,0.266674031,0.276508771
18.48648649,5,2,0.306027818,0.272287229,0.280240869
18.81081081,5,2,0.314421747,0.277156721,0.281308375
19.13513514,5,2,0.313799614,0.277448766,0.28483457
19.45945946,5,2,0.327292065,0.281865043,0.28931759
19.78378378,5,2,0.339264219,0.285338056,0.297402746
20.10810811,5,2,0.348820635,0.291183286,0.298793708
20.43243243,5,2,0.357936856,0.293920888,0.299240621
20.75675676,5,2,0.362567328,0.29551225,0.302891178
21.08108108,5,2,0.377839293,0.300301777,0.30735854
21.40540541,5,2,0.394933318,0.304820187,0.314273729
21.72972973,5,2,0.401228779,0.312182467,0.315313137
22.05405405,5,2,0.407257247,0.313443607,0.315893743
22.37837838,5,2,0.412458808,0.315716949,0.320922872
22.7027027,5,2,0.426382258,0.320600092,0.325411243
23.02702703,5,2,0.434419392,0.324436729,0.330922292
23.35135135,5,2,0.447875973,0.331040431,0.332482432
23.67567568,5,2,0.458013344,0.333591622,0.334206083
24,5,2,0.464187427,0.33685757,0.338091631
0,6,2,0.019261328,0.007965885,0.007792696
0.324324324,6,2,0.016730778,0.013666399,0.010020942
0.648648649,6,2,0.026000031,0.021347385,0.015988899
0.972972973,6,2,0.033394262,0.033406251,0.023097347
1.297297297,6,2,0.051108499,0.048489227,0.031370666
1.621621622,6,2,0.071432786,0.068225375,0.050965426
1.945945946,6,2,0.091746296,0.091438073,0.075433253
2.27027027,6,2,0.113324265,0.10804854,0.099610588
2.594594595,6,2,0.122441459,0.123084508,0.123395555
2.918918919,6,2,0.12752075,0.127441834,0.133693223
3.243243243,6,2,0.126950958,0.129602414,0.143045422
3.567567568,6,2,0.129451871,0.134162149,0.14754071
3.891891892,6,2,0.132226219,0.136696883,0.151283714
4.216216216,6,2,0.134993833,0.141588328,0.154028403
4.540540541,6,2,0.141339339,0.140595276,0.15531386
4.864864865,6,2,0.142269979,0.139670416,0.158012858
5.189189189,6,2,0.143219066,0.14378112,0.161330187
5.513513514,6,2,0.145573787,0.147475833,0.163720982
5.837837838,6,2,0.147000752,0.154572275,0.166732859
6.162162162,6,2,0.151475824,0.154282326,0.168952091
6.486486486,6,2,0.149989212,0.152285484,0.173971838
6.810810811,6,2,0.151023467,0.155632555,0.176818298
7.135135135,6,2,0.154399321,0.157671589,0.180440406
7.459459459,6,2,0.156412074,0.161092774,0.183634221
7.783783784,6,2,0.159037565,0.160863702,0.183553705
8.108108108,6,2,0.163203016,0.159732684,0.188367821
8.432432432,6,2,0.16504162,0.163668864,0.19125512
8.756756757,6,2,0.168611928,0.166025573,0.194287362
9.081081081,6,2,0.171808819,0.168386126,0.198134907
9.405405405,6,2,0.174328801,0.170266851,0.197353003
9.72972973,6,2,0.178892305,0.170453698,0.202396726
10.05405405,6,2,0.180430191,0.174299358,0.204594942
10.37837838,6,2,0.182277414,0.176699623,0.20665927
10.7027027,6,2,0.1860655,0.182822069,0.20986614
11.02702703,6,2,0.193106279,0.182299036,0.211302425
11.35135135,6,2,0.196963316,0.182500893,0.215727852
11.67567568,6,2,0.200222959,0.187603419,0.218457709
12,6,2,0.204831528,0.191394962,0.221501975
12.32432432,6,2,0.211413683,0.197958054,0.226344609
12.64864865,6,2,0.216879342,0.198321549,0.226667073
12.97297297,6,2,0.221093225,0.198779458,0.231193732
13.2972973,6,2,0.223162237,0.204605274,0.233569512
13.62162162,6,2,0.230361475,0.209834069,0.238099577
13.94594595,6,2,0.237636472,0.214451242,0.245765314
14.27027027,6,2,0.245145829,0.21817468,0.243629428
14.59459459,6,2,0.248955474,0.219190776,0.248382468
14.91891892,6,2,0.253539608,0.227201569,0.252493095
15.24324324,6,2,0.263219488,0.231797151,0.256880108
15.56756757,6,2,0.266819717,0.238115356,0.259989031
15.89189189,6,2,0.274944463,0.239803395,0.261907827
16.21621622,6,2,0.279596566,0.240782018,0.265668981
16.54054054,6,2,0.290801449,0.248185274,0.270027932
16.86486486,6,2,0.303425931,0.253071917,0.275019733
17.18918919,6,2,0.313112141,0.260523582,0.279130274
17.51351351,6,2,0.315788563,0.261678387,0.280050881
17.83783784,6,2,0.328470772,0.263669864,0.285818186
18.16216216,6,2,0.333369957,0.270190448,0.288921148
18.48648649,6,2,0.342799233,0.274877169,0.293018671
18.81081081,6,2,0.352433018,0.278264088,0.298712167
19.13513514,6,2,0.35853272,0.282829209,0.300320388
19.45945946,6,2,0.366781299,0.283274332,0.302436699
19.78378378,6,2,0.377418552,0.29017944,0.306632015
20.10810811,6,2,0.38708312,0.29520383,0.310822079
20.43243243,6,2,0.399093573,0.299096335,0.316985585
20.75675676,6,2,0.407892809,0.302730939,0.316551885
21.08108108,6,2,0.417630142,0.304923614,0.319743617
21.40540541,6,2,0.432295718,0.311424432,0.324320924
21.72972973,6,2,0.438490842,0.315153771,0.327171575
22.05405405,6,2,0.445284412,0.320647377,0.332459587
22.37837838,6,2,0.45477155,0.323965163,0.333851029
22.7027027,6,2,0.470121354,0.325321329,0.336602376
23.02702703,6,2,0.478973792,0.331450901,0.339552565
23.35135135,6,2,0.488902093,0.336513927,0.343478753
23.67567568,6,2,0.499074375,0.341836226,0.348145525
